"%s","%s"
"-- Please Select --","-- Prosím vyberte --"
"Actions","Akcie"
"Add Layout Update","Pridať aktualizáciu rozvrhnutia"
"Add New Widget Instance","Pridať novú inštanciu widgetu"
"All","Všetko"
"All Pages","Všetky stránky"
"All Product Types","Všetky typy produktov"
"Anchor Categories","Ukotvené kategórie"
"Assign to Store Views","Priradiť do obchodu"
"Big Image","Veľký obrázok"
"Block Reference","Odkaz na blok"
"CMS","CMS"
"Categories","Kategórie"
"Choose...","Vyberte..."
"Close","Zavrieť"
"Continue","Pokračovať"
"Default Template","Predvolená šablóna"
"Delete","Zmazať"
"Design Package/Theme","Balík vzhľadu - Témy"
"Export to:","Exportovať do:"
"Frontend Properties","Vlastnosti obchodu"
"Generic Pages","Generické stránky"
"Images","Obrázky"
"Insert Widget","Vložit widget"
"Layout Updates","Aktualizovať rozvrhnutie"
"Manage Widget Instances","Spravovať inštancie widgetov"
"New Instance","Nová inštancia"
"New Widget Instance","Nová inštancia widgetu"
"Next page","Ďalšia stránka"
"Non-Anchor Categories","Neukotvené kategórie"
"Not Selected","Nie je vybratý"
"Page","Stránka"
"Please Select Block Reference First","Najprv vyberte odkaz pre blok"
"Previous page","Predchádzajúca stránka"
"Products","Produkty"
"Remove Layout Update","Odstrániť aktualizáciu rozvrhnutia"
"Save and Continue Edit","Uložiť a pokračovať v úpravách"
"Select All","Vybrať všetko"
"Select Visible","Označit viditelné"
"Settings","Nastavenie"
"Sort Order","Radenie"
"Sort Order of widget instances in the same block reference","Radenie inštancií widgetov v rovnakom bloku"
"Specific %s","Špecifický %s"
"Specified Page","Špecifikovaná stránka"
"Template","Šablóna"
"The information in this tab has been changed.","Informácie v tejto záložke boli zmenené."
"The widget instance has been deleted.","Inštancia widgetu bola úspešne zmazaná."
"The widget instance has been saved.","Inštancia widgetu bola úspešne uložená."
"This tab contains invalid data. Please solve the problem before saving.","Táto záložka obsahuje chybné dáta. Odstráňte ich prosím pred uložením."
"Thumbnail","Náhľad"
"Total %d records found","Celkom nájdených záznamov: %d"
"Type","Typ"
"Unselect All","Odznačiť všetko"
"Unselect Visible","Odznačiť viditeľné"
"View","Zobraziť"
"Widget","Widget"
"Widget ""%s""","Widget ""%s"""
"Widget ID","ID widgetu"
"Widget Instance","Inštancia widgetu"
"Widget Instance Title","Nadpis inštancie widgetu"
"Widget Options","Možnosti widgetu"
"Widget Type","Typ widgetu"
"Widget Type is not specified","Typ widgetu nie je vybratý"
"Widget instance is not full complete to create.","Inštancia widgetu nie je kompletná na vytvorenie."
"Widgets","Widgety"
"Wrong wigdet instance specified.","Vybraná chybná inštancie widgetu."
"items selected","Vybrané položky"
"of %s pages","stránok %s"
"per page","na stránku"
